Direction;Year;Date;Weekday;Country;Commodity;Transport_Mode;Measure;Value;Cumulative
Exports;2015;1/1/2015;Thursday;All;All;All;$;104000000;104000000
Exports;2015;1/2/2015;Friday;All;All;All;$;96000000;200000000
Exports;2015;1/3/2015;Saturday;All;All;All;$;61000000;262000000
Exports;2015;1/4/2015;Sunday;All;All;All;$;74000000;336000000
Exports;2015;1/5/2015;Monday;All;All;All;$;105000000;442000000
Exports;2015;1/6/2015;Tuesday;All;All;All;$;76000000;518000000
Exports;2015;1/7/2015;Wednesday;All;All;All;$;59000000;577000000
Exports;2015;1/8/2015;Thursday;All;All;All;$;111000000;688000000
Exports;2015;1/9/2015;Friday;All;All;All;$;98000000;786000000
Exports;2015;1/10/2015;Saturday;All;All;All;$;89000000;875000000
Exports;2015;1/11/2015;Sunday;All;All;All;$;111000000;986000000
Exports;2015;1/12/2015;Monday;All;All;All;$;161000000;1147000000
Exports;2015;1/13/2015;Tuesday;All;All;All;$;96000000;1242000000
Exports;2015;1/14/2015;Wednesday;All;All;All;$;83000000;1325000000
Exports;2015;1/15/2015;Thursday;All;All;All;$;109000000;1434000000
Exports;2015;1/16/2015;Friday;All;All;All;$;155000000;1589000000
Exports;2015;1/17/2015;Saturday;All;All;All;$;168000000;1757000000
Exports;2015;1/18/2015;Sunday;All;All;All;$;90000000;1847000000
Exports;2015;1/19/2015;Monday;All;All;All;$;164000000;2011000000
Exports;2015;1/20/2015;Tuesday;All;All;All;$;134000000;2145000000
Exports;2015;1/21/2015;Wednesday;All;All;All;$;76000000;2221000000
Exports;2015;1/22/2015;Thursday;All;All;All;$;164000000;2385000000
Exports;2015;1/23/2015;Friday;All;All;All;$;139000000;2525000000
Exports;2015;1/24/2015;Saturday;All;All;All;$;170000000;2695000000
Exports;2015;1/25/2015;Sunday;All;All;All;$;119000000;2814000000
Exports;2015;1/26/2015;Monday;All;All;All;$;150000000;2965000000
Exports;2015;1/27/2015;Tuesday;All;All;All;$;106000000;3071000000
Exports;2015;1/28/2015;Wednesday;All;All;All;$;95000000;3165000000
Exports;2015;1/29/2015;Thursday;All;All;All;$;133000000;3299000000
Exports;2015;1/30/2015;Friday;All;All;All;$;125000000;3423000000
Exports;2015;1/31/2015;Saturday;All;All;All;$;257000000;3681000000
Exports;2015;2/1/2015;Sunday;All;All;All;$;123000000;3804000000
Exports;2015;2/2/2015;Monday;All;All;All;$;176000000;3980000000
Exports;2015;2/3/2015;Tuesday;All;All;All;$;115000000;4094000000
Exports;2015;2/4/2015;Wednesday;All;All;All;$;74000000;4169000000
Exports;2015;2/5/2015;Thursday;All;All;All;$;119000000;4288000000
Exports;2015;2/6/2015;Friday;All;All;All;$;127000000;4415000000
Exports;2015;2/7/2015;Saturday;All;All;All;$;206000000;4621000000
Exports;2015;2/8/2015;Sunday;All;All;All;$;114000000;4735000000
Exports;2015;2/9/2015;Monday;All;All;All;$;202000000;4937000000
Exports;2015;2/10/2015;Tuesday;All;All;All;$;88000000;5025000000
Exports;2015;2/11/2015;Wednesday;All;All;All;$;67000000;5092000000
Exports;2015;2/12/2015;Thursday;All;All;All;$;132000000;5224000000
Exports;2015;2/13/2015;Friday;All;All;All;$;143000000;5367000000
Exports;2015;2/14/2015;Saturday;All;All;All;$;146000000;5513000000
Exports;2015;2/15/2015;Sunday;All;All;All;$;111000000;5624000000
Exports;2015;2/16/2015;Monday;All;All;All;$;226000000;5851000000
Exports;2015;2/17/2015;Tuesday;All;All;All;$;171000000;6022000000
Exports;2015;2/18/2015;Wednesday;All;All;All;$;120000000;6142000000
Exports;2015;2/19/2015;Thursday;All;All;All;$;157000000;6299000000
Exports;2015;2/20/2015;Friday;All;All;All;$;157000000;6456000000
Exports;2015;2/21/2015;Saturday;All;All;All;$;184000000;6640000000
Exports;2015;2/22/2015;Sunday;All;All;All;$;135000000;6775000000
Exports;2015;2/23/2015;Monday;All;All;All;$;185000000;6960000000
Exports;2015;2/24/2015;Tuesday;All;All;All;$;94000000;7054000000
Exports;2015;2/25/2015;Wednesday;All;All;All;$;113000000;7166000000
Exports;2015;2/26/2015;Thursday;All;All;All;$;130000000;7297000000
Exports;2015;2/27/2015;Friday;All;All;All;$;127000000;7423000000
Exports;2015;2/28/2015;Saturday;All;All;All;$;145000000;7568000000
Exports;2015;3/1/2015;Sunday;All;All;All;$;386000000;7954000000
Exports;2015;3/2/2015;Monday;All;All;All;$;219000000;8173000000
Exports;2015;3/3/2015;Tuesday;All;All;All;$;163000000;8337000000
Exports;2015;3/4/2015;Wednesday;All;All;All;$;125000000;8462000000
Exports;2015;3/5/2015;Thursday;All;All;All;$;158000000;8621000000
Exports;2015;3/6/2015;Friday;All;All;All;$;153000000;8774000000
Exports;2015;3/7/2015;Saturday;All;All;All;$;174000000;8948000000
Exports;2015;3/8/2015;Sunday;All;All;All;$;112000000;9060000000
Exports;2015;3/9/2015;Monday;All;All;All;$;209000000;9269000000
Exports;2015;3/10/2015;Tuesday;All;All;All;$;118000000;9387000000
Exports;2015;3/11/2015;Wednesday;All;All;All;$;85000000;9473000000
Exports;2015;3/12/2015;Thursday;All;All;All;$;160000000;9633000000
Exports;2015;3/13/2015;Friday;All;All;All;$;130000000;9762000000
Exports;2015;3/14/2015;Saturday;All;All;All;$;100000000;9863000000
Exports;2015;3/15/2015;Sunday;All;All;All;$;133000000;9996000000
Exports;2015;3/16/2015;Monday;All;All;All;$;213000000;10210000000
Exports;2015;3/17/2015;Tuesday;All;All;All;$;109000000;10318000000
Exports;2015;3/18/2015;Wednesday;All;All;All;$;116000000;10435000000
Exports;2015;3/19/2015;Thursday;All;All;All;$;164000000;10598000000
Exports;2015;3/20/2015;Friday;All;All;All;$;131000000;10729000000
Exports;2015;3/21/2015;Saturday;All;All;All;$;197000000;10927000000
Exports;2015;3/22/2015;Sunday;All;All;All;$;146000000;11073000000
Exports;2015;3/23/2015;Monday;All;All;All;$;175000000;11247000000
Exports;2015;3/24/2015;Tuesday;All;All;All;$;130000000;11377000000
Exports;2015;3/25/2015;Wednesday;All;All;All;$;74000000;11452000000
Exports;2015;3/26/2015;Thursday;All;All;All;$;219000000;11671000000
Exports;2015;3/27/2015;Friday;All;All;All;$;117000000;11787000000
Exports;2015;3/28/2015;Saturday;All;All;All;$;165000000;11952000000
Exports;2015;3/29/2015;Sunday;All;All;All;$;140000000;12092000000
Exports;2015;3/30/2015;Monday;All;All;All;$;220000000;12312000000
Exports;2015;3/31/2015;Tuesday;All;All;All;$;161000000;12473000000
Exports;2015;4/1/2015;Wednesday;All;All;All;$;82000000;12555000000
Exports;2015;4/2/2015;Thursday;All;All;All;$;137000000;12692000000
Exports;2015;4/3/2015;Friday;All;All;All;$;158000000;12850000000
Exports;2015;4/4/2015;Saturday;All;All;All;$;192000000;13042000000
Exports;2015;4/5/2015;Sunday;All;All;All;$;153000000;13195000000
Exports;2015;4/6/2015;Monday;All;All;All;$;206000000;13401000000
Exports;2015;4/7/2015;Tuesday;All;All;All;$;108000000;13509000000
Exports;2015;4/8/2015;Wednesday;All;All;All;$;81000000;13590000000
Exports;2015;4/9/2015;Thursday;All;All;All;$;121000000;13712000000
Exports;2015;4/10/2015;Friday;All;All;All;$;126000000;13837000000
Exports;2015;4/11/2015;Saturday;All;All;All;$;175000000;14012000000
Exports;2015;4/12/2015;Sunday;All;All;All;$;115000000;14127000000
Exports;2015;4/13/2015;Monday;All;All;All;$;203000000;14330000000
Exports;2015;4/14/2015;Tuesday;All;All;All;$;73000000;14404000000
Exports;2015;4/15/2015;Wednesday;All;All;All;$;91000000;14495000000
Exports;2015;4/16/2015;Thursday;All;All;All;$;179000000;14674000000
Exports;2015;4/17/2015;Friday;All;All;All;$;122000000;14796000000
Exports;2015;4/18/2015;Saturday;All;All;All;$;100000000;14895000000
Exports;2015;4/19/2015;Sunday;All;All;All;$;146000000;15041000000
Exports;2015;4/20/2015;Monday;All;All;All;$;184000000;15225000000
Exports;2015;4/21/2015;Tuesday;All;All;All;$;171000000;15395000000
Exports;2015;4/22/2015;Wednesday;All;All;All;$;119000000;15515000000
Exports;2015;4/23/2015;Thursday;All;All;All;$;123000000;15637000000
Exports;2015;4/24/2015;Friday;All;All;All;$;154000000;15791000000
Exports;2015;4/25/2015;Saturday;All;All;All;$;195000000;15986000000
Exports;2015;4/26/2015;Sunday;All;All;All;$;136000000;16122000000
Exports;2015;4/27/2015;Monday;All;All;All;$;189000000;16311000000
Exports;2015;4/28/2015;Tuesday;All;All;All;$;78000000;16389000000
Exports;2015;4/29/2015;Wednesday;All;All;All;$;80000000;16468000000
Exports;2015;4/30/2015;Thursday;All;All;All;$;139000000;16607000000
Exports;2015;5/1/2015;Friday;All;All;All;$;121000000;16728000000
Exports;2015;5/2/2015;Saturday;All;All;All;$;187000000;16915000000
Exports;2015;5/3/2015;Sunday;All;All;All;$;165000000;17080000000
Exports;2015;5/4/2015;Monday;All;All;All;$;152000000;17232000000
Exports;2015;5/5/2015;Tuesday;All;All;All;$;111000000;17343000000
Exports;2015;5/6/2015;Wednesday;All;All;All;$;81000000;17424000000
Exports;2015;5/7/2015;Thursday;All;All;All;$;98000000;17522000000
Exports;2015;5/8/2015;Friday;All;All;All;$;199000000;17721000000
Exports;2015;5/9/2015;Saturday;All;All;All;$;101000000;17821000000
Exports;2015;5/10/2015;Sunday;All;All;All;$;157000000;17978000000
Exports;2015;5/11/2015;Monday;All;All;All;$;130000000;18108000000
Exports;2015;5/12/2015;Tuesday;All;All;All;$;119000000;18227000000
Exports;2015;5/13/2015;Wednesday;All;All;All;$;75000000;18301000000
Exports;2015;5/14/2015;Thursday;All;All;All;$;166000000;18467000000
Exports;2015;5/15/2015;Friday;All;All;All;$;191000000;18658000000
Exports;2015;5/16/2015;Saturday;All;All;All;$;182000000;18841000000
Exports;2015;5/17/2015;Sunday;All;All;All;$;124000000;18964000000
Exports;2015;5/18/2015;Monday;All;All;All;$;180000000;19144000000
Exports;2015;5/19/2015;Tuesday;All;All;All;$;91000000;19236000000
Exports;2015;5/20/2015;Wednesday;All;All;All;$;111000000;19347000000
Exports;2015;5/21/2015;Thursday;All;All;All;$;137000000;19484000000
Exports;2015;5/22/2015;Friday;All;All;All;$;200000000;19683000000
Exports;2015;5/23/2015;Saturday;All;All;All;$;97000000;19780000000
Exports;2015;5/24/2015;Sunday;All;All;All;$;157000000;19937000000
Exports;2015;5/25/2015;Monday;All;All;All;$;146000000;20084000000
Exports;2015;5/26/2015;Tuesday;All;All;All;$;124000000;20207000000
Exports;2015;5/27/2015;Wednesday;All;All;All;$;76000000;20283000000
Exports;2015;5/28/2015;Thursday;All;All;All;$;136000000;20420000000
Exports;2015;5/29/2015;Friday;All;All;All;$;158000000;20578000000
Exports;2015;5/30/2015;Saturday;All;All;All;$;197000000;20775000000
Exports;2015;5/31/2015;Sunday;All;All;All;$;186000000;20961000000
Exports;2015;6/1/2015;Monday;All;All;All;$;164000000;21125000000
Exports;2015;6/2/2015;Tuesday;All;All;All;$;128000000;21253000000
Exports;2015;6/3/2015;Wednesday;All;All;All;$;61000000;21314000000
Exports;2015;6/4/2015;Thursday;All;All;All;$;114000000;21428000000
Exports;2015;6/5/2015;Friday;All;All;All;$;168000000;21596000000
Exports;2015;6/6/2015;Saturday;All;All;All;$;83000000;21679000000
Exports;2015;6/7/2015;Sunday;All;All;All;$;161000000;21840000000
Exports;2015;6/8/2015;Monday;All;All;All;$;188000000;22028000000
Exports;2015;6/9/2015;Tuesday;All;All;All;$;93000000;22121000000
Exports;2015;6/10/2015;Wednesday;All;All;All;$;70000000;22191000000
Exports;2015;6/11/2015;Thursday;All;All;All;$;162000000;22353000000
Exports;2015;6/12/2015;Friday;All;All;All;$;119000000;22472000000
Exports;2015;6/13/2015;Saturday;All;All;All;$;109000000;22581000000
Exports;2015;6/14/2015;Sunday;All;All;All;$;108000000;22689000000
Exports;2015;6/15/2015;Monday;All;All;All;$;217000000;22906000000
Exports;2015;6/16/2015;Tuesday;All;All;All;$;104000000;23010000000
Exports;2015;6/17/2015;Wednesday;All;All;All;$;173000000;23183000000
Exports;2015;6/18/2015;Thursday;All;All;All;$;144000000;23327000000
Exports;2015;6/19/2015;Friday;All;All;All;$;209000000;23535000000
Exports;2015;6/20/2015;Saturday;All;All;All;$;102000000;23638000000
Exports;2015;6/21/2015;Sunday;All;All;All;$;174000000;23812000000
Exports;2015;6/22/2015;Monday;All;All;All;$;219000000;24031000000
Exports;2015;6/23/2015;Tuesday;All;All;All;$;103000000;24134000000
Exports;2015;6/24/2015;Wednesday;All;All;All;$;79000000;24212000000
Exports;2015;6/25/2015;Thursday;All;All;All;$;145000000;24357000000
Exports;2015;6/26/2015;Friday;All;All;All;$;144000000;24502000000
Exports;2015;6/27/2015;Saturday;All;All;All;$;93000000;24594000000
Exports;2015;6/28/2015;Sunday;All;All;All;$;110000000;24705000000
Exports;2015;6/29/2015;Monday;All;All;All;$;249000000;24954000000
Exports;2015;6/30/2015;Tuesday;All;All;All;$;155000000;25109000000
Exports;2015;7/1/2015;Wednesday;All;All;All;$;82000000;25191000000
Exports;2015;7/2/2015;Thursday;All;All;All;$;109000000;25300000000
Exports;2015;7/3/2015;Friday;All;All;All;$;139000000;25439000000
Exports;2015;7/4/2015;Saturday;All;All;All;$;117000000;25556000000
Exports;2015;7/5/2015;Sunday;All;All;All;$;113000000;25669000000
Exports;2015;7/6/2015;Monday;All;All;All;$;184000000;25854000000
Exports;2015;7/7/2015;Tuesday;All;All;All;$;86000000;25940000000
Exports;2015;7/8/2015;Wednesday;All;All;All;$;149000000;26089000000
Exports;2015;7/9/2015;Thursday;All;All;All;$;146000000;26235000000
Exports;2015;7/10/2015;Friday;All;All;All;$;164000000;26399000000
Exports;2015;7/11/2015;Saturday;All;All;All;$;133000000;26532000000
Exports;2015;7/12/2015;Sunday;All;All;All;$;96000000;26628000000
Exports;2015;7/13/2015;Monday;All;All;All;$;246000000;26873000000
Exports;2015;7/14/2015;Tuesday;All;All;All;$;113000000;26986000000
Exports;2015;7/15/2015;Wednesday;All;All;All;$;63000000;27049000000
Exports;2015;7/16/2015;Thursday;All;All;All;$;127000000;27176000000
Exports;2015;7/17/2015;Friday;All;All;All;$;136000000;27312000000
Exports;2015;7/18/2015;Saturday;All;All;All;$;147000000;27459000000
Exports;2015;7/19/2015;Sunday;All;All;All;$;118000000;27576000000
Exports;2015;7/20/2015;Monday;All;All;All;$;222000000;27798000000
Exports;2015;7/21/2015;Tuesday;All;All;All;$;98000000;27896000000
Exports;2015;7/22/2015;Wednesday;All;All;All;$;134000000;28031000000
Exports;2015;7/23/2015;Thursday;All;All;All;$;128000000;28159000000
Exports;2015;7/24/2015;Friday;All;All;All;$;161000000;28319000000
Exports;2015;7/25/2015;Saturday;All;All;All;$;102000000;28421000000
Exports;2015;7/26/2015;Sunday;All;All;All;$;109000000;28530000000
Exports;2015;7/27/2015;Monday;All;All;All;$;211000000;28741000000
Exports;2015;7/28/2015;Tuesday;All;All;All;$;98000000;28840000000
Exports;2015;7/29/2015;Wednesday;All;All;All;$;85000000;28924000000
Exports;2015;7/30/2015;Thursday;All;All;All;$;173000000;29098000000
Exports;2015;7/31/2015;Friday;All;All;All;$;180000000;29278000000
Exports;2015;8/1/2015;Saturday;All;All;All;$;128000000;29405000000
Exports;2015;8/2/2015;Sunday;All;All;All;$;94000000;29499000000
Exports;2015;8/3/2015;Monday;All;All;All;$;203000000;29702000000
Exports;2015;8/4/2015;Tuesday;All;All;All;$;118000000;29820000000
Exports;2015;8/5/2015;Wednesday;All;All;All;$;69000000;29889000000
Exports;2015;8/6/2015;Thursday;All;All;All;$;113000000;30001000000
Exports;2015;8/7/2015;Friday;All;All;All;$;140000000;30141000000
Exports;2015;8/8/2015;Saturday;All;All;All;$;79000000;30220000000
Exports;2015;8/9/2015;Sunday;All;All;All;$;123000000;30343000000
Exports;2015;8/10/2015;Monday;All;All;All;$;174000000;30517000000
Exports;2015;8/11/2015;Tuesday;All;All;All;$;113000000;30629000000
Exports;2015;8/12/2015;Wednesday;All;All;All;$;87000000;30717000000
Exports;2015;8/13/2015;Thursday;All;All;All;$;104000000;30821000000
Exports;2015;8/14/2015;Friday;All;All;All;$;147000000;30967000000
Exports;2015;8/15/2015;Saturday;All;All;All;$;71000000;31038000000
Exports;2015;8/16/2015;Sunday;All;All;All;$;85000000;31123000000
Exports;2015;8/17/2015;Monday;All;All;All;$;171000000;31294000000
Exports;2015;8/18/2015;Tuesday;All;All;All;$;81000000;31376000000
Exports;2015;8/19/2015;Wednesday;All;All;All;$;132000000;31507000000
Exports;2015;8/20/2015;Thursday;All;All;All;$;127000000;31634000000
Exports;2015;8/21/2015;Friday;All;All;All;$;122000000;31756000000
Exports;2015;8/22/2015;Saturday;All;All;All;$;81000000;31838000000
Exports;2015;8/23/2015;Sunday;All;All;All;$;147000000;31984000000
Exports;2015;8/24/2015;Monday;All;All;All;$;173000000;32158000000
Exports;2015;8/25/2015;Tuesday;All;All;All;$;58000000;32216000000
Exports;2015;8/26/2015;Wednesday;All;All;All;$;64000000;32280000000
Exports;2015;8/27/2015;Thursday;All;All;All;$;142000000;32422000000
Exports;2015;8/28/2015;Friday;All;All;All;$;130000000;32553000000
Exports;2015;8/29/2015;Saturday;All;All;All;$;110000000;32663000000
Exports;2015;8/30/2015;Sunday;All;All;All;$;124000000;32787000000
Exports;2015;8/31/2015;Monday;All;All;All;$;201000000;32988000000
Exports;2015;9/1/2015;Tuesday;All;All;All;$;105000000;33093000000
Exports;2015;9/2/2015;Wednesday;All;All;All;$;92000000;33185000000
Exports;2015;9/3/2015;Thursday;All;All;All;$;156000000;33341000000
Exports;2015;9/4/2015;Friday;All;All;All;$;95000000;33436000000
Exports;2015;9/5/2015;Saturday;All;All;All;$;90000000;33527000000
Exports;2015;9/6/2015;Sunday;All;All;All;$;107000000;33634000000
Exports;2015;9/7/2015;Monday;All;All;All;$;163000000;33797000000
Exports;2015;9/8/2015;Tuesday;All;All;All;$;92000000;33889000000
Exports;2015;9/9/2015;Wednesday;All;All;All;$;74000000;33964000000
Exports;2015;9/10/2015;Thursday;All;All;All;$;127000000;34091000000
Exports;2015;9/11/2015;Friday;All;All;All;$;112000000;34203000000
Exports;2015;9/12/2015;Saturday;All;All;All;$;100000000;34303000000
Exports;2015;9/13/2015;Sunday;All;All;All;$;111000000;34414000000
Exports;2015;9/14/2015;Monday;All;All;All;$;185000000;34599000000
Exports;2015;9/15/2015;Tuesday;All;All;All;$;110000000;34709000000
Exports;2015;9/16/2015;Wednesday;All;All;All;$;107000000;34816000000
Exports;2015;9/17/2015;Thursday;All;All;All;$;148000000;34963000000
Exports;2015;9/18/2015;Friday;All;All;All;$;190000000;35154000000
Exports;2015;9/19/2015;Saturday;All;All;All;$;124000000;35278000000
Exports;2015;9/20/2015;Sunday;All;All;All;$;81000000;35358000000
Exports;2015;9/21/2015;Monday;All;All;All;$;177000000;35535000000
Exports;2015;9/22/2015;Tuesday;All;All;All;$;112000000;35647000000
Exports;2015;9/23/2015;Wednesday;All;All;All;$;74000000;35721000000
Exports;2015;9/24/2015;Thursday;All;All;All;$;136000000;35858000000
Exports;2015;9/25/2015;Friday;All;All;All;$;136000000;35993000000
Exports;2015;9/26/2015;Saturday;All;All;All;$;132000000;36126000000
Exports;2015;9/27/2015;Sunday;All;All;All;$;120000000;36245000000
Exports;2015;9/28/2015;Monday;All;All;All;$;185000000;36430000000
Exports;2015;9/29/2015;Tuesday;All;All;All;$;108000000;36538000000
Exports;2015;9/30/2015;Wednesday;All;All;All;$;127000000;36665000000
Exports;2015;10/1/2015;Thursday;All;All;All;$;161000000;36825000000
Exports;2015;10/2/2015;Friday;All;All;All;$;129000000;36954000000
Exports;2015;10/3/2015;Saturday;All;All;All;$;89000000;37043000000
Exports;2015;10/4/2015;Sunday;All;All;All;$;100000000;37143000000
Exports;2015;10/5/2015;Monday;All;All;All;$;168000000;37311000000
Exports;2015;10/6/2015;Tuesday;All;All;All;$;90000000;37401000000
Exports;2015;10/7/2015;Wednesday;All;All;All;$;87000000;37488000000
Exports;2015;10/8/2015;Thursday;All;All;All;$;113000000;37601000000
Exports;2015;10/9/2015;Friday;All;All;All;$;135000000;37736000000
Exports;2015;10/10/2015;Saturday;All;All;All;$;112000000;37848000000
Exports;2015;10/11/2015;Sunday;All;All;All;$;86000000;37934000000
Exports;2015;10/12/2015;Monday;All;All;All;$;178000000;38112000000
Exports;2015;10/13/2015;Tuesday;All;All;All;$;131000000;38243000000
Exports;2015;10/14/2015;Wednesday;All;All;All;$;73000000;38316000000
Exports;2015;10/15/2015;Thursday;All;All;All;$;122000000;38438000000
Exports;2015;10/16/2015;Friday;All;All;All;$;132000000;38570000000
Exports;2015;10/17/2015;Saturday;All;All;All;$;102000000;38672000000
Exports;2015;10/18/2015;Sunday;All;All;All;$;109000000;38781000000
Exports;2015;10/19/2015;Monday;All;All;All;$;172000000;38954000000
Exports;2015;10/20/2015;Tuesday;All;All;All;$;101000000;39054000000
Exports;2015;10/21/2015;Wednesday;All;All;All;$;74000000;39128000000
Exports;2015;10/22/2015;Thursday;All;All;All;$;110000000;39238000000
Exports;2015;10/23/2015;Friday;All;All;All;$;157000000;39395000000
Exports;2015;10/24/2015;Saturday;All;All;All;$;190000000;39585000000
Exports;2015;10/25/2015;Sunday;All;All;All;$;120000000;39705000000
Exports;2015;10/26/2015;Monday;All;All;All;$;146000000;39851000000
Exports;2015;10/27/2015;Tuesday;All;All;All;$;147000000;39998000000
Exports;2015;10/28/2015;Wednesday;All;All;All;$;86000000;40084000000
Exports;2015;10/29/2015;Thursday;All;All;All;$;138000000;40222000000
Exports;2015;10/30/2015;Friday;All;All;All;$;149000000;40371000000
Exports;2015;10/31/2015;Saturday;All;All;All;$;105000000;40476000000
Exports;2015;11/1/2015;Sunday;All;All;All;$;89000000;40566000000
Exports;2015;11/2/2015;Monday;All;All;All;$;153000000;40719000000
Exports;2015;11/3/2015;Tuesday;All;All;All;$;77000000;40796000000
Exports;2015;11/4/2015;Wednesday;All;All;All;$;69000000;40865000000
Exports;2015;11/5/2015;Thursday;All;All;All;$;117000000;40982000000
Exports;2015;11/6/2015;Friday;All;All;All;$;126000000;41108000000
Exports;2015;11/7/2015;Saturday;All;All;All;$;232000000;41340000000
Exports;2015;11/8/2015;Sunday;All;All;All;$;130000000;41470000000
Exports;2015;11/9/2015;Monday;All;All;All;$;170000000;41640000000
Exports;2015;11/10/2015;Tuesday;All;All;All;$;88000000;41728000000
Exports;2015;11/11/2015;Wednesday;All;All;All;$;64000000;41792000000
Exports;2015;11/12/2015;Thursday;All;All;All;$;100000000;41892000000
Exports;2015;11/13/2015;Friday;All;All;All;$;152000000;42044000000
Exports;2015;11/14/2015;Saturday;All;All;All;$;94000000;42138000000
Exports;2015;11/15/2015;Sunday;All;All;All;$;105000000;42242000000
Exports;2015;11/16/2015;Monday;All;All;All;$;193000000;42435000000
Exports;2015;11/17/2015;Tuesday;All;All;All;$;95000000;42530000000
Exports;2015;11/18/2015;Wednesday;All;All;All;$;54000000;42584000000
Exports;2015;11/19/2015;Thursday;All;All;All;$;116000000;42700000000
Exports;2015;11/20/2015;Friday;All;All;All;$;128000000;42828000000
Exports;2015;11/21/2015;Saturday;All;All;All;$;227000000;43055000000
Exports;2015;11/22/2015;Sunday;All;All;All;$;165000000;43220000000
Exports;2015;11/23/2015;Monday;All;All;All;$;187000000;43408000000
Exports;2015;11/24/2015;Tuesday;All;All;All;$;146000000;43553000000
Exports;2015;11/25/2015;Wednesday;All;All;All;$;67000000;43620000000
Exports;2015;11/26/2015;Thursday;All;All;All;$;124000000;43744000000
Exports;2015;11/27/2015;Friday;All;All;All;$;170000000;43915000000
Exports;2015;11/28/2015;Saturday;All;All;All;$;236000000;44150000000
Exports;2015;11/29/2015;Sunday;All;All;All;$;152000000;44302000000
Exports;2015;11/30/2015;Monday;All;All;All;$;248000000;44551000000
Exports;2015;12/1/2015;Tuesday;All;All;All;$;104000000;44655000000
Exports;2015;12/2/2015;Wednesday;All;All;All;$;63000000;44717000000
Exports;2015;12/3/2015;Thursday;All;All;All;$;113000000;44830000000
Exports;2015;12/4/2015;Friday;All;All;All;$;157000000;44987000000
Exports;2015;12/5/2015;Saturday;All;All;All;$;241000000;45229000000
Exports;2015;12/6/2015;Sunday;All;All;All;$;129000000;45358000000
Exports;2015;12/7/2015;Monday;All;All;All;$;210000000;45569000000
Exports;2015;12/8/2015;Tuesday;All;All;All;$;119000000;45687000000
Exports;2015;12/9/2015;Wednesday;All;All;All;$;77000000;45764000000
Exports;2015;12/10/2015;Thursday;All;All;All;$;99000000;45863000000
Exports;2015;12/11/2015;Friday;All;All;All;$;127000000;45990000000
Exports;2015;12/12/2015;Saturday;All;All;All;$;249000000;46239000000
Exports;2015;12/13/2015;Sunday;All;All;All;$;145000000;46384000000
Exports;2015;12/14/2015;Monday;All;All;All;$;235000000;46619000000
Exports;2015;12/15/2015;Tuesday;All;All;All;$;73000000;46692000000
Exports;2015;12/16/2015;Wednesday;All;All;All;$;57000000;46749000000
Exports;2015;12/17/2015;Thursday;All;All;All;$;105000000;46854000000
Exports;2015;12/18/2015;Friday;All;All;All;$;253000000;47107000000
Exports;2015;12/19/2015;Saturday;All;All;All;$;210000000;47317000000
Exports;2015;12/20/2015;Sunday;All;All;All;$;168000000;47485000000
Exports;2015;12/21/2015;Monday;All;All;All;$;246000000;47731000000
Exports;2015;12/22/2015;Tuesday;All;All;All;$;89000000;47820000000
Exports;2015;12/23/2015;Wednesday;All;All;All;$;81000000;47901000000
Exports;2015;12/24/2015;Thursday;All;All;All;$;154000000;48054000000
Exports;2015;12/25/2015;Friday;All;All;All;$;113000000;48167000000
Exports;2015;12/26/2015;Saturday;All;All;All;$;163000000;48330000000
Exports;2015;12/27/2015;Sunday;All;All;All;$;172000000;48502000000
Exports;2015;12/28/2015;Monday;All;All;All;$;204000000;48706000000
Exports;2015;12/29/2015;Tuesday;All;All;All;$;89000000;48795000000
Exports;2015;12/30/2015;Wednesday;All;All;All;$;62000000;48857000000
Exports;2015;12/31/2015;Thursday;All;All;All;$;116000000;48974000000
Exports;2015;1/1/2015;Thursday;China;All;All;$;20000000;20000000
Exports;2015;1/2/2015;Friday;China;All;All;$;20000000;40000000
Exports;2015;1/3/2015;Saturday;China;All;All;$;11000000;51000000
Exports;2015;1/4/2015;Sunday;China;All;All;$;8000000;59000000
Exports;2015;1/5/2015;Monday;China;All;All;$;16000000;76000000
Exports;2015;1/6/2015;Tuesday;China;All;All;$;6000000;81000000
Exports;2015;1/7/2015;Wednesday;China;All;All;$;5000000;87000000
Exports;2015;1/8/2015;Thursday;China;All;All;$;19000000;105000000
Exports;2015;1/9/2015;Friday;China;All;All;$;31000000;136000000
Exports;2015;1/10/2015;Saturday;China;All;All;$;15000000;152000000
Exports;2015;1/11/2015;Sunday;China;All;All;$;18000000;169000000
Exports;2015;1/12/2015;Monday;China;All;All;$;24000000;193000000
Exports;2015;1/13/2015;Tuesday;China;All;All;$;14000000;207000000
Exports;2015;1/14/2015;Wednesday;China;All;All;$;14000000;221000000
Exports;2015;1/15/2015;Thursday;China;All;All;$;17000000;238000000
Exports;2015;1/16/2015;Friday;China;All;All;$;40000000;278000000
Exports;2015;1/17/2015;Saturday;China;All;All;$;23000000;301000000
Exports;2015;1/18/2015;Sunday;China;All;All;$;13000000;313000000
Exports;2015;1/19/2015;Monday;China;All;All;$;36000000;349000000
Exports;2015;1/20/2015;Tuesday;China;All;All;$;14000000;364000000
Exports;2015;1/21/2015;Wednesday;China;All;All;$;5000000;369000000
Exports;2015;1/22/2015;Thursday;China;All;All;$;18000000;387000000
Exports;2015;1/23/2015;Friday;China;All;All;$;33000000;420000000
